duration,end_epoch,end_time,min_signal,peak_signal,peak_epoch,peak_time,start_epoch,start_time,snr,ambient_snr,peak_frequency,start_frequency,end_frequency,peak_frequency_std,start_frequency_std,end_frequency_std,threshold,db_amps,station_code,network_code
2.16,1330837389.96,2012-03-04T05:03:09.960000Z,1384.6383697676874,2769.276739535375,1330837388.84,2012-03-04T05:03:08.840000Z,1330837387.8,2012-03-04T05:03:07.800000Z,18.312714641995594,11.891621675291685,28.727563517649834,,,,,,1000,-133.6933435882956,B01,XF
0.68,1330837435.88,2012-03-04T05:03:55.880000Z,1735.5753770207548,3471.1507540415096,1330837435.52,2012-03-04T05:03:55.520000Z,1330837435.2,2012-03-04T05:03:55.200000Z,20.40160893008355,15.540604905243658,31.477915641679015,,,,,,1000,-129.51555501211968,B01,XF
0.6,1331036410.88,2012-03-06T12:20:10.880000Z,521.9721403648263,1043.9442807296525,1331036410.6,2012-03-06T12:20:10.600000Z,1331036410.28,2012-03-06T12:20:10.280000Z,18.79798651405622,12.604892772943517,11.520869617431618,,,,,,1000,-127.751826635093,B01,XF
0.96,1331036536.4,2012-03-06T12:22:16.400000Z,580.9779126052301,1161.9558252104603,1331036535.92,2012-03-06T12:22:15.920000Z,1331036535.44,2012-03-06T12:22:15.440000Z,16.20325121919084,11.046204602713342,12.56021022135755,,,,,,1000,-132.94129722482376,B01,XF
0.8,1331036626.2,2012-03-06T12:23:46.200000Z,546.1292384555533,1092.2584769111065,1331036626.0,2012-03-06T12:23:46.000000Z,1331036625.4,2012-03-06T12:23:45.400000Z,19.467986236151532,12.687561437373162,12.680627805903095,,,,,,1000,-126.41182719090237,B01,XF
1.36,1331036750.36,2012-03-06T12:25:50.360000Z,559.7344834436908,1119.4689668873816,1331036750.04,2012-03-06T12:25:50.040000Z,1331036749.0,2012-03-06T12:25:49.000000Z,17.713853267784728,12.660609920593478,11.782730114951335,,,,,,1000,-129.92009312763597,B01,XF
1.36,1331036772.32,2012-03-06T12:26:12.320000Z,775.3023390010397,1550.6046780020795,1331036771.68,2012-03-06T12:26:11.680000Z,1331036770.96,2012-03-06T12:26:10.960000Z,18.123024115286803,12.94690153339397,10.33376990416146,,,,,,1000,-129.10175143263183,B01,XF
0.8,1331036788.88,2012-03-06T12:26:28.880000Z,780.5385419073447,1561.0770838146893,1331036788.52,2012-03-06T12:26:28.520000Z,1331036788.08,2012-03-06T12:26:28.080000Z,18.237175566850677,13.397791764069991,9.634393266271083,,,,,,1000,-128.8734485295041,B01,XF
0.76,1331036807.8,2012-03-06T12:26:47.800000Z,1869.564702526967,3739.129405053934,1331036807.36,2012-03-06T12:26:47.360000Z,1331036807.04,2012-03-06T12:26:47.040000Z,20.538511498389795,14.142048408814311,11.242858774402906,,,,,,1000,-124.27077666642586,B01,XF
0.52,1331036840.64,2012-03-06T12:27:20.640000Z,1079.5697356209562,2159.1394712419124,1331036840.36,2012-03-06T12:27:20.360000Z,1331036840.12,2012-03-06T12:27:20.120000Z,20.138868910511306,13.63292921010858,11.616148325864934,,,,,,1000,-125.07006184218284,B01,XF
0.48,1331036859.2,2012-03-06T12:27:39.200000Z,716.7208398763447,1433.4416797526894,1331036858.96,2012-03-06T12:27:38.960000Z,1331036858.72,2012-03-06T12:27:38.720000Z,18.029037958430074,13.046987951446805,11.62632608914561,,,,,,1000,-129.2897237463453,B01,XF
0.92,1331036880.84,2012-03-06T12:28:00.840000Z,1576.1440540466795,3152.288108093359,1331036880.6,2012-03-06T12:28:00.600000Z,1331036879.92,2012-03-06T12:27:59.920000Z,19.486030382196738,13.00738722436246,10.62619930155568,,,,,,1000,-126.37573889881196,B01,XF
0.56,1331036914.88,2012-03-06T12:28:34.880000Z,1035.7714326475354,2071.542865295071,1331036914.64,2012-03-06T12:28:34.640000Z,1331036914.32,2012-03-06T12:28:34.320000Z,19.202852474819956,14.010752724638039,12.93980301201988,,,,,,1000,-126.94209471356552,B01,XF
0.44,1331036949.84,2012-03-06T12:29:09.840000Z,933.0381619461722,1866.0763238923444,1331036949.6,2012-03-06T12:29:09.600000Z,1331036949.4,2012-03-06T12:29:09.400000Z,19.751655843788566,13.74476533295349,11.676739620323392,,,,,,1000,-125.84448797562831,B01,XF
0.52,1331037037.6,2012-03-06T12:30:37.600000Z,748.7256626859304,1497.4513253718608,1331037037.4,2012-03-06T12:30:37.400000Z,1331037037.08,2012-03-06T12:30:37.080000Z,19.140980612989658,14.334851946035736,13.064358290939186,,,,,,1000,-127.06583843722613,B01,XF
