time,frequency
1483251846.05,21.6872756946
1483251839.24,17.190719425
1483251841.33,17.2308672489
1483251835.75,21.4463887516
1483251872.69,20.8977018258
1483251875.57,22.0486061091
1483251881.35,17.1773368171
1483251878.69,17.190719425
1483251897.5,21.2024762846
1483251912.33,22.3073323447
1483251931.05,17.2627921757
1483251919.57,17.2191794365
1483251948.04,21.1027846433
1483251974.92,22.0694960337
1483251989.73,21.6631970435
1483251998.01,17.4460937316
1483252013.93,22.2656403738
1483252027.9,22.0134547937
1483252010.27,17.1098462915
1483252037.19,18.0776875456
1483252067.88,22.6007579502
1483252089.04,17.0446406013
1483252072.98,17.5751241673
1483252107.42,20.3390846535
1483252127.84,17.2943781434
1483252145.17,20.4396174156
1483252094.22,22.6369763592
1483252185.59,20.382170123
1483252167.11,17.5145509184
1483252159.72,17.2989980306
1483252215.37,22.5956703202
1483252249.34,21.2422703171
1483252265.66,22.8122143207
1483252277.19,23.0197204135
1483252336.17,22.2451823942
1483252375.43,21.6008085346
1483252413.5,21.5477455002
1483252395.52,17.289436993
1483252434.0,16.8914642353
1483252451.47,21.0821758991
1483252457.1,17.3739574329
1483252471.69,16.6669949195
1483252489.27,21.8024773278
1483252510.21,18.4544095759
1483252495.65,18.2676647611
1483252527.78,21.4600427415
1483252553.96,18.2505582727
1483252566.08,21.6353507166
1483252571.66,21.6083802589
1483252591.15,17.7650900338
1483252601.11,21.4465575126
1483252608.58,21.500498428
1483252546.81,17.1717399639
1483252575.39,21.3251904529
1483252604.61,21.4465575126
1483252611.39,21.311705224
1483252639.39,21.7034322236
1483252621.41,16.8975453908
1483252658.05,17.277302116
1483252676.4,20.4986867505
1483252727.36,16.9744819135
1483252736.13,21.2705393072
1483252744.81,20.8517412594
1483252747.94,20.9463085605
1483252764.7,16.9879915279
1483252782.53,20.3113566816
1483252774.17,22.5809719085
1483252824.41,16.7231456676
1483252820.94,20.3793893333
1483252842.97,21.3181545988
1483252840.38,16.7725543658
1483252848.54,17.101945687
1483252859.16,20.4946762957
1483252865.44,20.6923110884
1483252868.77,20.3958588993
1483252863.29,17.0690065549
1483252878.08,16.6902065355
1483252881.15,21.8122415806
1483252884.92,17.0690065549
1483252902.1,20.8250433021
1483252921.96,17.1720779387
1483252919.0,20.5652768763
1483252938.9,21.084809728
1483252957.92,17.1720779387
1483252905.53,20.5003352698
1483252995.99,21.1875298651
1483252978.38,18.4288385224
1483253015.8,18.3412610194
1483253025.09,17.2903309841
1483253034.03,21.4064736225
1483253042.47,21.0561636107
1483253046.08,20.9685861078
1483253054.8,16.5313259586
1483253061.21,17.0567909763
1483253072.47,21.9027461392
1483253077.59,21.0999523622
1483253080.97,20.7934311019
1483253011.02,20.7496423504
1483253064.25,20.1074073288
1483253111.76,17.0103353519
1483253106.7,21.61442466
1483253129.8,20.2137830331
1483253126.66,16.53883223
1483253144.16,21.156789277
1483253150.91,17.3708965628
1483253169.06,20.5188732885
1483253207.68,20.9903764104
1483253188.61,18.1058867234
1483253226.98,17.7989166479
1483253243.04,21.226615814
1483253246.57,21.1533743788
1483253263.35,17.1836885925
1483253266.17,18.5459792867
1483253279.99,20.7578706289
1483253283.14,20.2012357216
1483253287.19,20.8604086381
1483253303.73,16.8321297037
1483253306.69,18.5606275737
1483253320.85,21.1913805693
1483253324.03,20.2206388478
1483253341.1,16.2181960573
1483253344.0,18.6375831172
1483253357.92,21.0420356891
1483253360.99,20.1310319196
1483253364.41,20.0414249915
1483253377.34,17.4129550992
1483253380.28,18.8018624855
1483253383.78,17.1740032908
1483253394.96,20.35504924
1512453605.04,17.0079865938
1512453638.22,16.663534308
1512453656.97,20.5319984398
1512453653.91,22.8239309563
1512453678.02,16.7297751322
1512453692.91,21.962800242
1512453696.17,23.0491497584
1512453719.91,16.694037701
1512453716.68,18.8522473452
1512453734.79,20.0896208745
1512453738.72,19.9313521673
1512453760.29,16.5933212509
1512453774.77,21.1111734395
1512453779.09,19.67236701
1512453800.15,18.7083667022
1512453819.01,20.5788150606
1512453814.85,21.7874124613
1512453923.64,18.0737720073
1512453942.89,20.5067734147
1512453939.41,21.0381185496
1512453964.42,17.0250645041
1512453983.15,20.2411008472
1512453979.18,21.0660840831
1512454004.0,17.5424268724
1512454000.76,17.3606509052
1512454018.41,21.2142931776
1512454021.89,21.4898448737
1512454043.44,17.5009060345
1512454058.69,21.2142931776
1512454062.58,19.7446841316
1512454083.67,17.4746630159
1512454102.4,19.6659550755
1512454098.69,21.2930222336
