duration,end_epoch,end_time,min_signal,peak_signal,peak_epoch,peak_time,start_epoch,start_time,snr,ambient_snr,peak_frequency,start_frequency,end_frequency,peak_frequency_std,start_frequency_std,end_frequency_std,threshold,quality
0.24,1441851803.16,2015-09-10T02:23:23.160000Z,0.449607345515,2.24803672757,1441851803.04,2015-09-10T02:23:23.040000Z,1441851802.92,2015-09-10T02:23:22.920000Z,,,21.4664072741,21.5941289653,22.2393844652,,,,0.5,
0.16,1441851812.68,2015-09-10T02:23:32.680000Z,0.443855227018,2.21927613509,1441851812.64,2015-09-10T02:23:32.640000Z,1441851812.52,2015-09-10T02:23:32.520000Z,,,19.5029524816,20.0324703071,19.2970417206,,,,0.5,
0.24,1441851827.36,2015-09-10T02:23:47.360000Z,0.403001817363,2.01500908682,1441851827.24,2015-09-10T02:23:47.240000Z,1441851827.12,2015-09-10T02:23:47.120000Z,,,21.7526194784,20.8052163621,22.1885978427,,,,0.5,
0.12,1441851829.92,2015-09-10T02:23:49.920000Z,0.284657555191,1.42328777596,1441851829.88,2015-09-10T02:23:49.880000Z,1441851829.8,2015-09-10T02:23:49.800000Z,,,21.8371398249,21.0313997789,21.9640077084,,,,0.5,
0.12,1441851853.04,2015-09-10T02:24:13.040000Z,0.32160289684,1.6080144842,1441851853.0,2015-09-10T02:24:13.000000Z,1441851852.92,2015-09-10T02:24:12.920000Z,,,21.8190796913,21.6389578676,21.9025921363,,,,0.5,
0.16,1441851855.32,2015-09-10T02:24:15.320000Z,0.182899923115,0.914499615577,1441851855.24,2015-09-10T02:24:15.240000Z,1441851855.16,2015-09-10T02:24:15.160000Z,,,22.3865746964,22.2556621955,22.6351694645,,,,0.5,
0.12,1441851857.92,2015-09-10T02:24:17.920000Z,0.124484572263,0.622422861317,1441851857.88,2015-09-10T02:24:17.880000Z,1441851857.8,2015-09-10T02:24:17.800000Z,,,21.7656345219,21.0216996184,21.4291759676,,,,0.5,
0.16,1441851866.16,2015-09-10T02:24:26.160000Z,0.145230860173,0.726154300866,1441851866.12,2015-09-10T02:24:26.120000Z,1441851866.0,2015-09-10T02:24:26.000000Z,,,20.924166909,20.8773562394,20.6719657833,,,,0.5,
0.32,1441851885.96,2015-09-10T02:24:45.960000Z,0.328001944696,1.64000972348,1441851885.88,2015-09-10T02:24:45.880000Z,1441851885.64,2015-09-10T02:24:45.640000Z,,,21.9793273856,21.7834638649,21.99254385,,,,0.5,
0.24,1441851897.28,2015-09-10T02:24:57.280000Z,0.506453621869,2.53226810934,1441851897.16,2015-09-10T02:24:57.160000Z,1441851897.04,2015-09-10T02:24:57.040000Z,,,21.9122129861,21.0150644065,22.3413255655,,,,0.5,
0.2,1441851903.2,2015-09-10T02:25:03.200000Z,0.155270499377,0.776352496887,1441851903.12,2015-09-10T02:25:03.120000Z,1441851903.0,2015-09-10T02:25:03.000000Z,,,21.3860053672,21.7171192051,21.4371795696,,,,0.5,
0.48,1441851916.2,2015-09-10T02:25:16.200000Z,51.1841112166,255.920556083,1441851915.96,2015-09-10T02:25:15.960000Z,1441851915.72,2015-09-10T02:25:15.720000Z,,,20.1140341282,20.0617101724,20.2967205366,,,,0.5,
0.32,1441851919.88,2015-09-10T02:25:19.880000Z,0.568314203714,2.84157101857,1441851919.72,2015-09-10T02:25:19.720000Z,1441851919.56,2015-09-10T02:25:19.560000Z,,,20.9714756641,20.2806349005,21.3101030132,,,,0.5,
0.48,1441851948.16,2015-09-10T02:25:48.160000Z,49.3377818187,246.688909093,1441851947.96,2015-09-10T02:25:47.960000Z,1441851947.68,2015-09-10T02:25:47.680000Z,,,19.8804996175,19.8824071577,19.9988011177,,,,0.5,
0.32,1441851950.92,2015-09-10T02:25:50.920000Z,2.16680221973,10.8340110986,1441851950.76,2015-09-10T02:25:50.760000Z,1441851950.6,2015-09-10T02:25:50.600000Z,,,22.1324300018,22.1613614234,22.1289743889,,,,0.5,
0.24,1441851961.32,2015-09-10T02:26:01.320000Z,0.522707731146,2.61353865573,1441851961.24,2015-09-10T02:26:01.240000Z,1441851961.08,2015-09-10T02:26:01.080000Z,,,20.4868199044,18.2846578643,21.7850078369,,,,0.5,
0.28,1441851983.64,2015-09-10T02:26:23.640000Z,3.70919794289,18.5459897144,1441851983.52,2015-09-10T02:26:23.520000Z,1441851983.36,2015-09-10T02:26:23.360000Z,,,18.8030733527,18.6977343261,19.4477461015,,,,0.5,
0.32,1441852085.2,2015-09-10T02:28:05.200000Z,0.528223885168,2.64111942584,1441852085.08,2015-09-10T02:28:05.080000Z,1441852084.88,2015-09-10T02:28:04.880000Z,,,19.980563341,19.4720814915,20.5148688315,,,,0.5,
0.2,1441852089.8,2015-09-10T02:28:09.800000Z,0.456552988715,2.28276494357,1441852089.72,2015-09-10T02:28:09.720000Z,1441852089.6,2015-09-10T02:28:09.600000Z,,,22.4338273802,21.6085394633,22.8990729171,,,,0.5,
0.28,1441852093.64,2015-09-10T02:28:13.640000Z,0.626541666151,3.13270833076,1441852093.52,2015-09-10T02:28:13.520000Z,1441852093.36,2015-09-10T02:28:13.360000Z,,,21.3711095458,21.5275080402,21.4210394862,,,,0.5,
0.36,1441852096.52,2015-09-10T02:28:16.520000Z,1.84661256563,9.23306282816,1441852096.36,2015-09-10T02:28:16.360000Z,1441852096.16,2015-09-10T02:28:16.160000Z,,,20.3596583309,20.9830970277,20.2585635221,,,,0.5,
0.24,1441852100.2,2015-09-10T02:28:20.200000Z,0.344509390274,1.72254695137,1441852100.08,2015-09-10T02:28:20.080000Z,1441852099.96,2015-09-10T02:28:19.960000Z,,,20.5261874257,20.3756850112,21.4371075493,,,,0.5,
0.44,1441852104.56,2015-09-10T02:28:24.560000Z,1.17392987782,5.86964938909,1441852104.4,2015-09-10T02:28:24.400000Z,1441852104.12,2015-09-10T02:28:24.120000Z,,,17.8574591689,17.7060952951,18.433194898,,,,0.5,
0.4,1441852111.88,2015-09-10T02:28:31.880000Z,0.954472461576,4.77236230788,1441852111.72,2015-09-10T02:28:31.720000Z,1441852111.48,2015-09-10T02:28:31.480000Z,,,20.6192029096,20.4039468914,21.1119128768,,,,0.5,
0.12,1441852115.04,2015-09-10T02:28:35.040000Z,0.139590295085,0.697951475424,1441852115.0,2015-09-10T02:28:35.000000Z,1441852114.92,2015-09-10T02:28:34.920000Z,,,20.6558428706,20.4100021949,21.72323741,,,,0.5,
0.16,1441852120.4,2015-09-10T02:28:40.400000Z,0.220732454207,1.10366227104,1441852120.32,2015-09-10T02:28:40.320000Z,1441852120.24,2015-09-10T02:28:40.240000Z,,,20.1960744345,19.8263558762,20.3411180022,,,,0.5,
0.36,1441852122.88,2015-09-10T02:28:42.880000Z,3.49031002158,17.4515501079,1441852122.72,2015-09-10T02:28:42.720000Z,1441852122.52,2015-09-10T02:28:42.520000Z,,,20.350964719,20.5973315951,20.0915316583,,,,0.5,
