duration,end_epoch,end_time,min_signal,peak_signal,peak_epoch,peak_time,start_epoch,start_time,snr,ambient_snr,peak_frequency,start_frequency,end_frequency,peak_frequency_std,start_frequency_std,end_frequency_std,threshold
1.08,1444096942.0,2015-10-06T02:02:22.000000Z,7.22686594933,36.1343297466,1444096941.16,2015-10-06T02:02:21.160000Z,1444096940.92,2015-10-06T02:02:20.920000Z,,,20.4497656376,20.9987255026,20.8595576049,,,,0.5
0.48,1444096947.0,2015-10-06T02:02:27.000000Z,3.08336452197,15.4168226099,1444096946.8,2015-10-06T02:02:26.800000Z,1444096946.52,2015-10-06T02:02:26.520000Z,,,20.3846285462,20.6580310112,20.2508625305,,,,0.5
0.52,1444096956.08,2015-10-06T02:02:36.080000Z,332.595286856,1662.97643428,1444096955.88,2015-10-06T02:02:35.880000Z,1444096955.56,2015-10-06T02:02:35.560000Z,,,17.6866594599,17.6858719279,18.563909231,,,,0.5
1.36,1444096963.92,2015-10-06T02:02:43.920000Z,1.9744168421,9.8720842105,1444096962.84,2015-10-06T02:02:42.840000Z,1444096962.56,2015-10-06T02:02:42.560000Z,,,18.7630033849,19.0390110914,18.8767453529,,,,0.5
0.48,1444096968.92,2015-10-06T02:02:48.920000Z,3.26627743009,16.3313871505,1444096968.68,2015-10-06T02:02:48.680000Z,1444096968.44,2015-10-06T02:02:48.440000Z,,,19.7213717077,20.0112829176,19.836119117,,,,0.5
0.56,1444096974.0,2015-10-06T02:02:54.000000Z,630.985471866,3154.92735933,1444096973.76,2015-10-06T02:02:53.760000Z,1444096973.44,2015-10-06T02:02:53.440000Z,,,21.2867581474,21.0343491134,21.5526574604,,,,0.5
0.96,1444096979.88,2015-10-06T02:02:59.880000Z,4.87093923068,24.3546961534,1444096979.56,2015-10-06T02:02:59.560000Z,1444096978.92,2015-10-06T02:02:58.920000Z,,,19.622736851,20.2202572445,20.2106387543,,,,0.5
0.36,1444096986.48,2015-10-06T02:03:06.480000Z,1.33389414547,6.66947072735,1444096986.32,2015-10-06T02:03:06.320000Z,1444096986.12,2015-10-06T02:03:06.120000Z,,,19.2660413081,19.7927894537,18.8208585787,,,,0.5
0.56,1444096995.0,2015-10-06T02:03:15.000000Z,1022.54648476,5112.73242381,1444096994.76,2015-10-06T02:03:14.760000Z,1444096994.44,2015-10-06T02:03:14.440000Z,,,17.424772531,17.4526968477,18.2754623752,,,,0.5
0.44,1444097002.52,2015-10-06T02:03:22.520000Z,3.09219721154,15.4609860577,1444097002.32,2015-10-06T02:03:22.320000Z,1444097002.08,2015-10-06T02:03:22.080000Z,,,18.9832672947,19.2255411006,18.8760734872,,,,0.5
0.8,1444097008.16,2015-10-06T02:03:28.160000Z,3.45484485947,17.2742242973,1444097007.92,2015-10-06T02:03:27.920000Z,1444097007.36,2015-10-06T02:03:27.360000Z,,,18.9886433549,18.7059327244,19.2591073782,,,,0.5
0.56,1444097013.36,2015-10-06T02:03:33.360000Z,1331.84185081,6659.20925405,1444097013.08,2015-10-06T02:03:33.080000Z,1444097012.8,2015-10-06T02:03:32.800000Z,,,21.5751771145,21.4685086586,21.8610588996,,,,0.5
0.6,1444097019.92,2015-10-06T02:03:39.920000Z,5.31230261495,26.5615130748,1444097019.68,2015-10-06T02:03:39.680000Z,1444097019.32,2015-10-06T02:03:39.320000Z,,,18.514722702,18.3854546514,19.029614928,,,,0.5
0.68,1444097028.44,2015-10-06T02:03:48.440000Z,2.02340738971,10.1170369485,1444097028.12,2015-10-06T02:03:48.120000Z,1444097027.76,2015-10-06T02:03:47.760000Z,,,18.5574544903,18.3487041924,19.0712802767,,,,0.5
0.56,1444097034.0,2015-10-06T02:03:54.000000Z,479.089174593,2395.44587297,1444097033.76,2015-10-06T02:03:53.760000Z,1444097033.44,2015-10-06T02:03:53.440000Z,,,17.2599450133,17.279431134,18.1959363773,,,,0.5
0.52,1444097044.72,2015-10-06T02:04:04.720000Z,8.33985387926,41.6992693963,1444097044.48,2015-10-06T02:04:04.480000Z,1444097044.2,2015-10-06T02:04:04.200000Z,,,21.3686427369,21.5334992656,21.5866126022,,,,0.5
0.48,1444097052.12,2015-10-06T02:04:12.120000Z,1840.24030009,9201.20150044,1444097051.88,2015-10-06T02:04:11.880000Z,1444097051.64,2015-10-06T02:04:11.640000Z,,,22.0109702475,21.8709599503,22.1850847163,,,,0.5
0.56,1444097062.6,2015-10-06T02:04:22.600000Z,4.84520110187,24.2260055094,1444097062.4,2015-10-06T02:04:22.400000Z,1444097062.04,2015-10-06T02:04:22.040000Z,,,19.171791074,19.1008300182,19.363731114,,,,0.5
0.52,1444097072.56,2015-10-06T02:04:32.560000Z,466.88710395,2334.43551975,1444097072.32,2015-10-06T02:04:32.320000Z,1444097072.04,2015-10-06T02:04:32.040000Z,,,17.4919315557,17.4757632877,18.4433809161,,,,0.5
0.68,1444097079.08,2015-10-06T02:04:39.080000Z,4.68628979921,23.431448996,1444097078.68,2015-10-06T02:04:38.680000Z,1444097078.4,2015-10-06T02:04:38.400000Z,,,18.6783324703,19.2969735986,19.4426349202,,,,0.5
0.4,1444097085.36,2015-10-06T02:04:45.360000Z,4.90175978112,13.6872537863,1444097085.16,2015-10-06T02:04:45.160000Z,1444097084.96,2015-10-06T02:04:44.960000Z,,,20.5607723283,21.0369764897,20.2175209284,,,,0.5
0.52,1444097091.32,2015-10-06T02:04:51.320000Z,1831.64061138,9158.20305692,1444097091.04,2015-10-06T02:04:51.040000Z,1444097090.8,2015-10-06T02:04:50.800000Z,,,21.7904512612,21.6672820239,21.9351816406,,,,0.5
0.88,1444097098.64,2015-10-06T02:04:58.640000Z,4.28358737633,20.0065375667,1444097098.4,2015-10-06T02:04:58.400000Z,1444097097.76,2015-10-06T02:04:57.760000Z,,,19.8062894686,20.2747721184,20.4562609623,,,,0.5
0.48,1444097104.04,2015-10-06T02:05:04.040000Z,3.41977412907,17.0988706454,1444097103.88,2015-10-06T02:05:03.880000Z,1444097103.56,2015-10-06T02:05:03.560000Z,,,18.1030825015,17.8325397806,18.552556998,,,,0.5
0.48,1444097111.16,2015-10-06T02:05:11.160000Z,555.462621552,2777.31310776,1444097110.96,2015-10-06T02:05:10.960000Z,1444097110.68,2015-10-06T02:05:10.680000Z,,,17.4685605736,17.4502277669,18.5922441637,,,,0.5
1.28,1444097117.64,2015-10-06T02:05:17.640000Z,1.4442153202,7.22107660102,1444097116.84,2015-10-06T02:05:16.840000Z,1444097116.36,2015-10-06T02:05:16.360000Z,,,19.298779401,18.6484288996,19.0638420369,,,,0.5
0.4,1444097122.24,2015-10-06T02:05:22.240000Z,1.82704136986,9.13520684931,1444097122.08,2015-10-06T02:05:22.080000Z,1444097121.84,2015-10-06T02:05:21.840000Z,,,19.3267099037,19.4769000632,19.4649845179,,,,0.5
0.48,1444097129.12,2015-10-06T02:05:29.120000Z,1115.35658302,5576.78291508,1444097128.88,2015-10-06T02:05:28.880000Z,1444097128.64,2015-10-06T02:05:28.640000Z,,,21.7302780473,21.6845371827,21.8550294382,,,,0.5
0.76,1444097136.56,2015-10-06T02:05:36.560000Z,5.21390419937,26.0695209968,1444097136.12,2015-10-06T02:05:36.120000Z,1444097135.8,2015-10-06T02:05:35.800000Z,,,21.1454946017,21.1636516075,21.2415667046,,,,0.5
0.56,1444097143.08,2015-10-06T02:05:43.080000Z,11.9683226724,59.8416133618,1444097142.8,2015-10-06T02:05:42.800000Z,1444097142.52,2015-10-06T02:05:42.520000Z,,,20.2202908657,20.5422133908,20.0771688552,,,,0.5
0.52,1444097149.04,2015-10-06T02:05:49.040000Z,457.876632323,2289.38316161,1444097148.84,2015-10-06T02:05:48.840000Z,1444097148.52,2015-10-06T02:05:48.520000Z,,,17.8000005535,17.772913463,18.7327892557,,,,0.5
1.12,1444097156.32,2015-10-06T02:05:56.320000Z,3.16270556835,15.8135278417,1444097155.48,2015-10-06T02:05:55.480000Z,1444097155.2,2015-10-06T02:05:55.200000Z,,,19.1486379687,19.374943899,19.3548783987,,,,0.5
0.44,1444097162.16,2015-10-06T02:06:02.160000Z,1.36420107325,6.82100536624,1444097161.96,2015-10-06T02:06:01.960000Z,1444097161.72,2015-10-06T02:06:01.720000Z,,,19.6590064303,19.8214515681,19.7857188684,,,,0.5
0.52,1444097167.4,2015-10-06T02:06:07.400000Z,1147.89662109,5739.48310546,1444097167.16,2015-10-06T02:06:07.160000Z,1444097166.88,2015-10-06T02:06:06.880000Z,,,21.254764822,21.2381106901,21.3200098085,,,,0.5
1.04,1444097173.96,2015-10-06T02:06:13.960000Z,7.12316204977,35.6158102489,1444097173.64,2015-10-06T02:06:13.640000Z,1444097172.92,2015-10-06T02:06:12.920000Z,,,20.9246162679,21.3212496141,21.2610761432,,,,0.5
0.72,1444097179.12,2015-10-06T02:06:19.120000Z,5.23830349707,26.1915174854,1444097178.68,2015-10-06T02:06:18.680000Z,1444097178.4,2015-10-06T02:06:18.400000Z,,,20.7409235482,21.1417624393,20.8994521422,,,,0.5
0.52,1444097187.28,2015-10-06T02:06:27.280000Z,282.654523503,1413.27261751,1444097187.08,2015-10-06T02:06:27.080000Z,1444097186.76,2015-10-06T02:06:26.760000Z,,,17.9797657407,17.9225590748,18.8321897849,,,,0.5
0.52,1444097193.68,2015-10-06T02:06:33.680000Z,7.19403092332,35.9701546166,1444097193.44,2015-10-06T02:06:33.440000Z,1444097193.16,2015-10-06T02:06:33.160000Z,,,20.8198765127,20.6167247259,22.0035565762,,,,0.5
0.48,1444097199.32,2015-10-06T02:06:39.320000Z,2.1943081066,10.971540533,1444097199.12,2015-10-06T02:06:39.120000Z,1444097198.84,2015-10-06T02:06:38.840000Z,,,19.8047328723,19.9495690172,19.6375520341,,,,0.5
0.48,1444097205.48,2015-10-06T02:06:45.480000Z,5.74029040928,28.7014520464,1444097205.24,2015-10-06T02:06:45.240000Z,1444097205.0,2015-10-06T02:06:45.000000Z,,,19.2444848338,19.348904548,19.798698967,,,,0.5
0.4,1444097210.84,2015-10-06T02:06:50.840000Z,0.933682003595,4.66841001798,1444097210.64,2015-10-06T02:06:50.640000Z,1444097210.44,2015-10-06T02:06:50.440000Z,,,19.2538784518,20.1403242328,18.7703537729,,,,0.5
0.52,1444097216.56,2015-10-06T02:06:56.560000Z,9.75624790525,48.7812395263,1444097216.32,2015-10-06T02:06:56.320000Z,1444097216.04,2015-10-06T02:06:56.040000Z,,,18.9652787974,18.5780777296,20.1724309639,,,,0.5
0.72,1444097221.92,2015-10-06T02:07:01.920000Z,3.06307905384,15.3153952692,1444097221.52,2015-10-06T02:07:01.520000Z,1444097221.2,2015-10-06T02:07:01.200000Z,,,19.771865858,19.8503286244,20.6231468089,,,,0.5
0.6,1444097227.08,2015-10-06T02:07:07.080000Z,4.59373121064,22.9686560532,1444097226.8,2015-10-06T02:07:06.800000Z,1444097226.48,2015-10-06T02:07:06.480000Z,,,20.8456539524,20.7703262878,20.9302538162,,,,0.5
0.88,1444097234.0,2015-10-06T02:07:14.000000Z,3.95243026891,12.7161022779,1444097233.4,2015-10-06T02:07:13.400000Z,1444097233.12,2015-10-06T02:07:13.120000Z,,,19.3172738547,19.251718959,19.371969536,,,,0.5
0.56,1444097239.8,2015-10-06T02:07:19.800000Z,2.5622815598,12.811407799,1444097239.6,2015-10-06T02:07:19.600000Z,1444097239.24,2015-10-06T02:07:19.240000Z,,,19.7048963053,19.9206583615,19.9106306847,,,,0.5
1.36,1444097250.0,2015-10-06T02:07:30.000000Z,8.50799559211,42.5399779605,1444097249.0,2015-10-06T02:07:29.000000Z,1444097248.64,2015-10-06T02:07:28.640000Z,,,19.4944247967,20.2842812468,19.2404851309,,,,0.5
0.84,1444097257.16,2015-10-06T02:07:37.160000Z,7.60436793533,30.1654149291,1444097256.64,2015-10-06T02:07:36.640000Z,1444097256.32,2015-10-06T02:07:36.320000Z,,,20.6520241174,21.1054399999,21.3516527385,,,,0.5
0.6,1444097262.04,2015-10-06T02:07:42.040000Z,218.923095057,1094.61547529,1444097261.76,2015-10-06T02:07:41.760000Z,1444097261.44,2015-10-06T02:07:41.440000Z,,,17.2794674347,17.3142608728,18.0890188755,,,,0.5
0.56,1444097267.48,2015-10-06T02:07:47.480000Z,8.92905679739,44.645283987,1444097267.28,2015-10-06T02:07:47.280000Z,1444097266.92,2015-10-06T02:07:46.920000Z,,,18.6031349792,18.8573218024,18.8494584663,,,,0.5
0.44,1444097274.28,2015-10-06T02:07:54.280000Z,6.21580693664,31.0790346832,1444097274.08,2015-10-06T02:07:54.080000Z,1444097273.84,2015-10-06T02:07:53.840000Z,,,21.5989880129,21.7491814623,21.5053173375,,,,0.5
0.8,1444097280.6,2015-10-06T02:08:00.600000Z,421.901792361,2109.5089618,1444097280.04,2015-10-06T02:08:00.040000Z,1444097279.8,2015-10-06T02:07:59.800000Z,,,21.2233989573,21.0664281416,21.305533334,,,,0.5
0.52,1444097287.2,2015-10-06T02:08:07.200000Z,5.97644646544,29.8822323272,1444097286.96,2015-10-06T02:08:06.960000Z,1444097286.68,2015-10-06T02:08:06.680000Z,,,20.4101609877,20.4074907394,20.4766211669,,,,0.5
1.04,1444097294.84,2015-10-06T02:08:14.840000Z,8.70564613204,43.5282306602,1444097294.32,2015-10-06T02:08:14.320000Z,1444097293.8,2015-10-06T02:08:13.800000Z,,,19.1567848761,19.4662452737,19.4300455505,,,,0.5
0.48,1444097301.84,2015-10-06T02:08:21.840000Z,403.216902871,2016.08451436,1444097301.64,2015-10-06T02:08:21.640000Z,1444097301.36,2015-10-06T02:08:21.360000Z,,,17.4826267686,17.4487187908,18.0159614486,,,,0.5
0.56,1444097308.88,2015-10-06T02:08:28.880000Z,2.28871995491,11.4435997746,1444097308.56,2015-10-06T02:08:28.560000Z,1444097308.32,2015-10-06T02:08:28.320000Z,,,19.0364154119,19.2726170023,19.1636306709,,,,0.5
0.48,1444097314.56,2015-10-06T02:08:34.560000Z,1.88093796748,9.40468983738,1444097314.36,2015-10-06T02:08:34.360000Z,1444097314.08,2015-10-06T02:08:34.080000Z,,,19.729247273,19.7367207957,20.255989647,,,,0.5
0.8,1444097320.28,2015-10-06T02:08:40.280000Z,235.456142111,1177.28071056,1444097319.76,2015-10-06T02:08:39.760000Z,1444097319.48,2015-10-06T02:08:39.480000Z,,,21.8057703055,21.8554772839,22.2153419425,,,,0.5
0.28,1444097324.96,2015-10-06T02:08:44.960000Z,19.7419748391,15.6305493208,1444097324.84,2015-10-06T02:08:44.840000Z,1444097324.68,2015-10-06T02:08:44.680000Z,,,19.8901948268,19.776809213,19.8551184603,,,,0.5
0.72,1444097333.68,2015-10-06T02:08:53.680000Z,5.7288285359,28.6441426795,1444097333.36,2015-10-06T02:08:53.360000Z,1444097332.96,2015-10-06T02:08:52.960000Z,,,17.9834318652,17.4332037878,18.0304542417,,,,0.5
0.56,1444097339.68,2015-10-06T02:08:59.680000Z,276.796974074,1383.98487037,1444097339.44,2015-10-06T02:08:59.440000Z,1444097339.12,2015-10-06T02:08:59.120000Z,,,17.4898703011,17.4157391662,17.7595569163,,,,0.5
0.44,1444097347.08,2015-10-06T02:09:07.080000Z,4.2735267131,21.3676335655,1444097346.88,2015-10-06T02:09:06.880000Z,1444097346.64,2015-10-06T02:09:06.640000Z,,,18.3459871469,18.3911233622,18.7600200072,,,,0.5
0.24,1444097352.32,2015-10-06T02:09:12.320000Z,11.3869877114,2.38882828393,1444097352.2,2015-10-06T02:09:12.200000Z,1444097352.08,2015-10-06T02:09:12.080000Z,,,20.2741819818,19.9172568807,20.649695127,,,,0.5
0.88,1444097358.12,2015-10-06T02:09:18.120000Z,204.343413187,1021.71706593,1444097357.48,2015-10-06T02:09:17.480000Z,1444097357.24,2015-10-06T02:09:17.240000Z,,,21.7771456414,21.6749446179,21.911578198,,,,0.5
1.24,1444097362.8,2015-10-06T02:09:22.800000Z,9.50196889362,35.863309259,1444097362.56,2015-10-06T02:09:22.560000Z,1444097361.56,2015-10-06T02:09:21.560000Z,,,21.0275879289,20.9971675054,20.7212628367,,,,0.5
0.68,1444097368.28,2015-10-06T02:09:28.280000Z,4.94729484059,24.736474203,1444097368.04,2015-10-06T02:09:28.040000Z,1444097367.6,2015-10-06T02:09:27.600000Z,,,19.1368275516,18.6538430719,19.3121225906,,,,0.5
0.56,1444097376.84,2015-10-06T02:09:36.840000Z,151.244355738,756.221778689,1444097376.64,2015-10-06T02:09:36.640000Z,1444097376.28,2015-10-06T02:09:36.280000Z,,,17.1997232073,17.0962472125,17.4152869304,,,,0.5
0.52,1444097383.0,2015-10-06T02:09:43.000000Z,4.59855793346,22.9927896673,1444097382.8,2015-10-06T02:09:42.800000Z,1444097382.48,2015-10-06T02:09:42.480000Z,,,18.7712107671,18.7496462152,19.2967848223,,,,0.5
0.4,1444097388.2,2015-10-06T02:09:48.200000Z,0.815313287512,4.07656643756,1444097388.0,2015-10-06T02:09:48.000000Z,1444097387.8,2015-10-06T02:09:47.800000Z,,,18.9112364946,18.7214346027,19.1489652828,,,,0.5
0.52,1444097394.68,2015-10-06T02:09:54.680000Z,188.749892766,943.749463831,1444097394.4,2015-10-06T02:09:54.400000Z,1444097394.16,2015-10-06T02:09:54.160000Z,,,22.2770568591,22.1929863222,22.4782828281,,,,0.5
1.28,1448508602.48,2015-11-26T03:30:02.480000Z,0.321734170845,1.60867085423,1448508601.52,2015-11-26T03:30:01.520000Z,1448508601.2,2015-11-26T03:30:01.200000Z,,,19.8349883686,19.6379026828,19.4531201545,,,,0.5
0.52,1448508607.96,2015-11-26T03:30:07.960000Z,4.63856023482,23.1928011741,1448508607.76,2015-11-26T03:30:07.760000Z,1448508607.44,2015-11-26T03:30:07.440000Z,,,19.5248554175,19.2612115683,20.2802105752,,,,0.5
0.6,1448508618.28,2015-11-26T03:30:18.280000Z,531.078282603,2655.39141301,1448508618.04,2015-11-26T03:30:18.040000Z,1448508617.68,2015-11-26T03:30:17.680000Z,,,18.2708533403,18.2801572144,18.473494935,,,,0.5
0.52,1448508623.24,2015-11-26T03:30:23.240000Z,15.4585988946,48.5924360502,1448508623.04,2015-11-26T03:30:23.040000Z,1448508622.72,2015-11-26T03:30:22.720000Z,,,18.8770113332,18.79458901,19.202374039,,,,0.5
1.36,1448508631.6,2015-11-26T03:30:31.600000Z,6.08004814793,30.4002407397,1448508630.56,2015-11-26T03:30:30.560000Z,1448508630.24,2015-11-26T03:30:30.240000Z,,,19.7337039367,19.7835051536,19.4140656177,,,,0.5
0.56,1448508636.2,2015-11-26T03:30:36.200000Z,1820.15971907,9100.79859536,1448508635.92,2015-11-26T03:30:35.920000Z,1448508635.64,2015-11-26T03:30:35.640000Z,,,21.5613300507,21.5359105461,21.7977929219,,,,0.5
1.04,1448508641.52,2015-11-26T03:30:41.520000Z,21.5282742457,39.6681415599,1448508641.08,2015-11-26T03:30:41.080000Z,1448508640.48,2015-11-26T03:30:40.480000Z,,,21.1996945306,21.5903589669,21.6028157063,,,,0.5
0.48,1448508646.72,2015-11-26T03:30:46.720000Z,12.3434040752,21.4068874182,1448508646.48,2015-11-26T03:30:46.480000Z,1448508646.24,2015-11-26T03:30:46.240000Z,,,19.5381086748,19.5878874423,19.8323964437,,,,0.5
0.72,1448508652.08,2015-11-26T03:30:52.080000Z,6.97208541839,34.8604270919,1448508651.76,2015-11-26T03:30:51.760000Z,1448508651.36,2015-11-26T03:30:51.360000Z,,,18.6078774712,18.4200396818,18.9229658906,,,,0.5
0.6,1448508657.76,2015-11-26T03:30:57.760000Z,1132.37839659,5661.89198297,1448508657.52,2015-11-26T03:30:57.520000Z,1448508657.16,2015-11-26T03:30:57.160000Z,,,18.467194244,18.4997932796,18.6850835123,,,,0.5
0.6,1448508665.48,2015-11-26T03:31:05.480000Z,40.9715650405,204.857825202,1448508665.24,2015-11-26T03:31:05.240000Z,1448508664.88,2015-11-26T03:31:04.880000Z,,,18.2857476485,17.9880439143,19.0747714626,,,,0.5
0.4,1448508670.56,2015-11-26T03:31:10.560000Z,8.23855119087,14.6902204573,1448508670.4,2015-11-26T03:31:10.400000Z,1448508670.16,2015-11-26T03:31:10.160000Z,,,20.2401825539,20.6416383934,20.3639843047,,,,0.5
0.52,1448508675.76,2015-11-26T03:31:15.760000Z,3569.47266066,17847.3633033,1448508675.52,2015-11-26T03:31:15.520000Z,1448508675.24,2015-11-26T03:31:15.240000Z,,,21.3175400489,21.2471054782,21.552295214,,,,0.5
0.56,1448508681.92,2015-11-26T03:31:21.920000Z,61.5390264784,307.695132392,1448508681.68,2015-11-26T03:31:21.680000Z,1448508681.36,2015-11-26T03:31:21.360000Z,,,21.3439716185,21.331707564,21.472392352,,,,0.5
1.68,1448508690.32,2015-11-26T03:31:30.320000Z,4.95448082713,24.7724041357,1448508689.08,2015-11-26T03:31:29.080000Z,1448508688.64,2015-11-26T03:31:28.640000Z,,,19.6779280694,19.2237898604,19.8846032506,,,,0.5
0.6,1448508695.8,2015-11-26T03:31:35.800000Z,9.69345509893,48.4672754947,1448508695.56,2015-11-26T03:31:35.560000Z,1448508695.2,2015-11-26T03:31:35.200000Z,,,18.5656427752,18.3588747643,18.8144430386,,,,0.5
0.52,1448508702.72,2015-11-26T03:31:42.720000Z,16.5999850613,82.9999253064,1448508702.48,2015-11-26T03:31:42.480000Z,1448508702.2,2015-11-26T03:31:42.200000Z,,,19.7368688013,19.7560091254,20.1200745553,,,,0.5
0.12,1448508707.72,2015-11-26T03:31:47.720000Z,16.9903094184,0.546744255564,1448508707.68,2015-11-26T03:31:47.680000Z,1448508707.6,2015-11-26T03:31:47.600000Z,,,20.2256851411,20.1755998347,19.9391821116,,,,0.5
0.56,1448508714.8,2015-11-26T03:31:54.800000Z,5.10074830892,25.5037415446,1448508714.56,2015-11-26T03:31:54.560000Z,1448508714.24,2015-11-26T03:31:54.240000Z,,,19.7110537061,19.806515128,19.6740148543,,,,0.5
0.52,1448508720.72,2015-11-26T03:32:00.720000Z,2173.0842042,10865.421021,1448508720.52,2015-11-26T03:32:00.520000Z,1448508720.2,2015-11-26T03:32:00.200000Z,,,18.5962777481,18.6007293431,18.9837588263,,,,0.5
0.84,1448508729.88,2015-11-26T03:32:09.880000Z,5.50059265893,27.5029632946,1448508729.64,2015-11-26T03:32:09.640000Z,1448508729.04,2015-11-26T03:32:09.040000Z,,,18.906030809,19.4548236451,19.3266516436,,,,0.5
