duration,end_epoch,end_time,min_signal,peak_signal,peak_epoch,peak_time,start_epoch,start_time,snr,ambient_snr,peak_frequency,start_frequency,end_frequency,peak_frequency_std,start_frequency_std,end_frequency_std,threshold,max_amp
0.7,,2019-07-19T21:08:28.100000Z,75.7901084,378.950542,1563570507.7,2019-07-19T21:08:27.700000Z,,2019-07-19T21:08:27.400000Z,,,21.3635345954,21.8451077738,21.4668571443,,,,350,-146.992093732
0.95,,2019-07-19T21:08:44.900000Z,84.5314678559,422.65733928,1563570524.3,2019-07-19T21:08:44.300000Z,,2019-07-19T21:08:43.950000Z,,,21.9606408363,22.6045463208,22.5862814644,,,,350,-147.628460348
0.75,,2019-07-19T21:10:25.700000Z,109.399783351,546.998916753,1563570625.3,2019-07-19T21:10:25.300000Z,,2019-07-19T21:10:24.950000Z,,,21.5895886466,22.0701556759,22.1612376219,,,,350,-146.498405702
0.5,,2019-07-19T21:12:07.000000Z,130.377709836,651.888549182,1563570726.75,2019-07-19T21:12:06.750000Z,,2019-07-19T21:12:06.500000Z,,,21.7058752533,22.2405270194,21.5820330217,,,,350,-145.389035904
0.7,,2019-07-19T21:17:26.550000Z,84.1547566874,420.773783437,1563571046.2,2019-07-19T21:17:26.200000Z,,2019-07-19T21:17:25.850000Z,,,20.7544613562,21.0170470583,21.3028834283,,,,350,-146.348222088
0.7,,2019-07-19T21:18:17.200000Z,87.7914545843,438.957272922,1563571096.85,2019-07-19T21:18:16.850000Z,,2019-07-19T21:18:16.500000Z,,,22.1567155072,22.8664274109,23.0160400118,,,,350,-149.057540546
0.6,,2019-07-19T21:21:55.300000Z,107.808537224,539.042686122,1563571315.0,2019-07-19T21:21:55.000000Z,,2019-07-19T21:21:54.700000Z,,,22.3659088621,22.2101718758,22.6638194778,,,,350,-147.996244642
0.6,,2019-07-19T21:23:36.500000Z,79.3326824411,396.663412205,1563571416.2,2019-07-19T21:23:36.200000Z,,2019-07-19T21:23:35.900000Z,,,20.3759497762,20.5303506288,20.3821580962,,,,350,-145.842447571
0.5,,2019-07-19T21:24:44.650000Z,75.3610024726,376.805012363,1563571484.4,2019-07-19T21:24:44.400000Z,,2019-07-19T21:24:44.150000Z,,,20.7943560554,20.8605920335,20.9081199084,,,,350,-147.474695657
1.2,,2019-07-19T22:54:25.200000Z,1258.5790484,6189.26779646,1563576864.5,2019-07-19T22:54:24.500000Z,,2019-07-19T22:54:24.000000Z,,,22.5794742091,22.5142899715,22.5215453486,,,,350,-150.292304178
0.85,,2019-07-19T22:54:41.950000Z,1492.04917765,7380.57460755,1563576881.55,2019-07-19T22:54:41.550000Z,,2019-07-19T22:54:41.100000Z,,,23.1779535498,23.2949899973,23.3369327715,,,,350,-149.342249289
0.95,,2019-07-19T22:54:58.950000Z,1190.69799397,5869.8491847,1563576898.45,2019-07-19T22:54:58.450000Z,,2019-07-19T22:54:58.000000Z,,,22.86549101,22.9373726774,22.9382219638,,,,350,-149.823124455
1.05,,2019-07-19T22:55:16.200000Z,4356.67484447,21703.7029417,1563576915.65,2019-07-19T22:55:15.650000Z,,2019-07-19T22:55:15.150000Z,,,23.4465143069,23.7472828778,23.6937530112,,,,350,-147.993323833
1.15,,2019-07-19T22:55:35.850000Z,3824.01311025,19049.8812928,1563576935.2,2019-07-19T22:55:35.200000Z,,2019-07-19T22:55:34.700000Z,,,23.094729627,23.1524342111,23.1581993843,,,,350,-147.560444371
0.95,,2019-07-19T22:55:52.650000Z,3228.41915695,13640.945957,1563576952.1,2019-07-19T22:55:52.100000Z,,2019-07-19T22:55:51.700000Z,,,22.173520294,22.1852893562,22.1889298775,,,,350,-147.28862399
0.7,,2019-07-19T22:56:08.350000Z,221.015633551,503.914320131,1563576968.05,2019-07-19T22:56:08.050000Z,,2019-07-19T22:56:07.650000Z,,,20.1592188371,20.8264284519,20.4563610442,,,,350,-148.837696778
0.95,,2019-07-19T22:56:24.100000Z,2955.0906958,14775.453479,1563576983.7,2019-07-19T22:56:23.700000Z,,2019-07-19T22:56:23.150000Z,,,20.0445248098,20.3377155114,20.416580191,,,,350,-147.383321925
1.3,,2019-07-19T22:56:41.300000Z,2644.34537164,13221.7268582,1563577000.45,2019-07-19T22:56:40.450000Z,,2019-07-19T22:56:40.000000Z,,,20.5070293016,20.8902727456,20.6904507956,,,,350,-146.773458379
1.0,,2019-07-19T22:56:58.050000Z,5215.91414697,25841.1248057,1563577017.5,2019-07-19T22:56:57.500000Z,,2019-07-19T22:56:57.050000Z,,,21.6144475792,21.8847553983,21.8847553983,,,,350,-146.457474111
1.0,,2019-07-19T22:57:15.100000Z,3427.29591855,16898.0336636,1563577034.6,2019-07-19T22:57:14.600000Z,,2019-07-19T22:57:14.100000Z,,,21.2531846923,21.5875564855,21.5875564855,,,,350,-147.117341173
0.8,,2019-07-19T22:57:32.050000Z,4983.33543813,24916.6771907,1563577051.7,2019-07-19T22:57:31.700000Z,,2019-07-19T22:57:31.250000Z,,,21.0889540949,21.54563676,21.9914657322,,,,350,-147.292096826
0.8,,2019-07-19T22:57:48.950000Z,974.583840886,4872.91920443,1563577068.65,2019-07-19T22:57:48.650000Z,,2019-07-19T22:57:48.150000Z,,,19.3843428549,19.6313225596,20.0733331582,,,,350,-149.451101448
0.85,,2019-07-19T22:58:06.200000Z,3347.64070992,16738.2035496,1563577085.8,2019-07-19T22:58:05.800000Z,,2019-07-19T22:58:05.350000Z,,,20.3918867703,20.8069057803,21.1067095192,,,,350,-147.718885261
0.75,,2019-07-19T22:58:23.050000Z,3645.40021353,18227.0010676,1563577102.7,2019-07-19T22:58:22.700000Z,,2019-07-19T22:58:22.300000Z,,,19.7701626605,20.1120381782,20.5383153095,,,,350,-146.955433752
1.0,,2019-07-19T22:58:40.300000Z,7659.54676155,38297.7338077,1563577119.8,2019-07-19T22:58:39.800000Z,,2019-07-19T22:58:39.300000Z,,,21.123553263,21.9140967683,21.9140967683,,,,350,-146.359653915
0.8,,2019-07-19T22:58:57.050000Z,4791.56698613,23957.8349307,1563577136.7,2019-07-19T22:58:56.700000Z,,2019-07-19T22:58:56.250000Z,,,20.2837968473,20.8234258375,21.5168654812,,,,350,-146.124308287
1.2,,2019-07-19T22:59:14.400000Z,5995.27222647,29976.3611323,1563577153.7,2019-07-19T22:59:13.700000Z,,2019-07-19T22:59:13.200000Z,,,20.0837310844,20.5656904275,20.4312892761,,,,350,-144.856860109
0.85,,2019-07-19T22:59:31.050000Z,8924.76509911,44623.8254955,1563577170.7,2019-07-19T22:59:30.700000Z,,2019-07-19T22:59:30.200000Z,,,20.5943118159,21.072870801,21.1486145491,,,,350,-144.376620995
0.8,,2019-07-19T22:59:50.750000Z,8769.06445361,43845.322268,1563577190.4,2019-07-19T22:59:50.400000Z,,2019-07-19T22:59:49.950000Z,,,21.0113220555,21.4823257266,21.6743391554,,,,350,-144.164371758
0.8,,2019-07-19T23:00:07.550000Z,6805.75657196,34028.7828598,1563577207.15,2019-07-19T23:00:07.150000Z,,2019-07-19T23:00:06.750000Z,,,19.0080057027,19.2010973431,19.2894052602,,,,350,-142.406446749
0.85,,2019-07-19T23:00:24.750000Z,15428.9775816,77144.887908,1563577224.4,2019-07-19T23:00:24.400000Z,,2019-07-19T23:00:23.900000Z,,,20.1899609513,20.7938460589,20.9178298385,,,,350,-143.160861414
0.75,,2019-07-19T23:00:41.450000Z,4885.55879385,24427.7939693,1563577241.1,2019-07-19T23:00:41.100000Z,,2019-07-19T23:00:40.700000Z,,,18.6171238853,18.8777662804,18.9559178184,,,,350,-144.479093612
0.65,,2019-07-19T23:01:12.950000Z,7474.27920569,37371.3960284,1563577272.7,2019-07-19T23:01:12.700000Z,,2019-07-19T23:01:12.300000Z,,,20.97379156,21.1855136613,22.0333844843,,,,350,-143.740854334
0.65,,2019-07-19T23:01:32.800000Z,5507.89772152,27539.4886076,1563577292.5,2019-07-19T23:01:32.500000Z,,2019-07-19T23:01:32.150000Z,,,20.7089054583,20.9569124825,20.8614601767,,,,350,-144.939160308
0.8,,2019-07-19T23:01:49.850000Z,6990.03178844,34950.1589422,1563577309.45,2019-07-19T23:01:49.450000Z,,2019-07-19T23:01:49.050000Z,,,20.6005018056,21.42772503,21.5386760743,,,,350,-144.876749038
0.7,,2019-07-19T23:02:06.800000Z,1790.6278565,8953.13928251,1563577326.45,2019-07-19T23:02:06.450000Z,,2019-07-19T23:02:06.100000Z,,,19.7913061103,20.1606401054,20.0913015464,,,,350,-145.788081854
0.4,,2019-07-19T23:02:24.050000Z,2442.18369655,12210.9184827,1563577343.85,2019-07-19T23:02:23.850000Z,,2019-07-19T23:02:23.650000Z,,,17.9893721909,17.4351662354,18.1287865153,,,,350,-146.954176086
0.5,,2019-07-19T23:02:47.550000Z,98.100663686,490.50331843,1563577367.35,2019-07-19T23:02:47.350000Z,,2019-07-19T23:02:47.050000Z,,,18.2162958302,18.4360346923,18.4866468815,,,,350,-152.420842158
0.3,,2019-07-19T23:03:12.300000Z,2393.28167966,11966.4083983,1563577392.2,2019-07-19T23:03:12.200000Z,,2019-07-19T23:03:12.000000Z,,,20.0077555121,18.6320745124,20.902879986,,,,350,-145.543003387
0.5,,2019-07-19T23:03:29.350000Z,9564.83694458,47824.1847229,1563577409.1,2019-07-19T23:03:29.100000Z,,2019-07-19T23:03:28.850000Z,,,21.905878212,21.7585798229,22.6844569762,,,,350,-145.681532629
0.6,,2019-07-19T23:03:46.300000Z,33720.919289,168604.596445,1563577426.0,2019-07-19T23:03:46.000000Z,,2019-07-19T23:03:45.700000Z,,,22.9237951101,22.9597646077,23.2440866766,,,,350,-143.208872229
0.6,,2019-07-19T23:04:03.200000Z,8918.14255911,44590.7127955,1563577442.95,2019-07-19T23:04:02.950000Z,,2019-07-19T23:04:02.600000Z,,,21.1430198852,21.502932226,22.1202123075,,,,350,-144.001946628
0.5,,2019-07-19T23:04:23.200000Z,3751.26954145,18756.3477073,1563577462.9,2019-07-19T23:04:22.900000Z,,2019-07-19T23:04:22.700000Z,,,22.2679373057,23.1571842834,22.2219938568,,,,350,-146.082632407
0.45,,2019-07-19T23:04:54.200000Z,20578.5166979,102892.58349,1563577494.0,2019-07-19T23:04:54.000000Z,,2019-07-19T23:04:53.750000Z,,,23.2976232405,23.3510593766,23.3500972383,,,,350,-143.205357998
0.45,,2019-07-19T23:05:11.300000Z,29743.3048059,148716.524029,1563577511.1,2019-07-19T23:05:11.100000Z,,2019-07-19T23:05:10.850000Z,,,22.6359384076,22.7954188235,22.4170315325,,,,350,-143.908228038
0.1,,2019-07-19T23:05:28.000000Z,813.530458966,4067.65229483,1563577527.95,2019-07-19T23:05:27.950000Z,,2019-07-19T23:05:27.900000Z,,,21.7259736909,20.9621072032,21.9038153536,,,,350,-143.204640774
0.3,,2019-07-19T23:05:45.150000Z,9296.15335367,46480.7667684,1563577545.0,2019-07-19T23:05:45.000000Z,,2019-07-19T23:05:44.850000Z,,,23.2542538779,23.1352700366,23.0351869435,,,,350,-143.856143057
0.3,,2019-07-19T23:06:02.200000Z,9731.50987931,48657.5493965,1563577562.1,2019-07-19T23:06:02.100000Z,,2019-07-19T23:06:01.900000Z,,,22.4447615294,22.4847790298,22.3901719192,,,,350,-144.69637378
0.65,,2019-07-19T23:06:19.200000Z,11054.4315396,55272.1576982,1563577578.95,2019-07-19T23:06:18.950000Z,,2019-07-19T23:06:18.550000Z,,,22.672426581,22.9759034545,22.9591746722,,,,350,-143.732782167
0.5,,2019-07-19T23:06:53.400000Z,13330.6828202,66653.4141012,1563577613.15,2019-07-19T23:06:53.150000Z,,2019-07-19T23:06:52.900000Z,,,20.178643267,19.346861256,21.698054742,,,,350,-144.133158794
0.6,,2019-07-19T23:07:10.800000Z,4926.21807251,24631.0903626,1563577630.4,2019-07-19T23:07:10.400000Z,,2019-07-19T23:07:10.200000Z,,,20.5671842631,19.7090954373,21.5963894063,,,,350,-144.811302016
0.5,,2019-07-19T23:07:27.450000Z,16896.620028,84483.1001399,1563577647.2,2019-07-19T23:07:27.200000Z,,2019-07-19T23:07:26.950000Z,,,19.5897468626,18.6200714868,20.7256556311,,,,350,-142.974230295
0.75,,2019-07-19T23:07:47.200000Z,20341.8051234,101709.025617,1563577666.9,2019-07-19T23:07:46.900000Z,,2019-07-19T23:07:46.450000Z,,,21.8007160237,21.8850057943,22.2268293075,,,,350,-142.853567285
0.6,,2019-07-19T23:08:04.100000Z,7334.34368336,36671.7184168,1563577683.85,2019-07-19T23:08:03.850000Z,,2019-07-19T23:08:03.500000Z,,,20.0860105861,19.8824037455,20.6757226602,,,,350,-144.302637074
0.45,,2019-07-19T23:08:21.000000Z,4656.90608999,23284.53045,1563577700.8,2019-07-19T23:08:20.800000Z,,2019-07-19T23:08:20.550000Z,,,19.1766259786,19.0118844201,20.1132212179,,,,350,-143.869892919
0.5,,2019-07-19T23:08:52.500000Z,17723.584486,88617.9224298,1563577732.3,2019-07-19T23:08:52.300000Z,,2019-07-19T23:08:52.000000Z,,,20.8361855042,20.8377714094,21.3511490317,,,,350,-142.098019199
0.55,,2019-07-19T23:09:09.550000Z,24382.1640999,121910.8205,1563577749.3,2019-07-19T23:09:09.300000Z,,2019-07-19T23:09:09.000000Z,,,19.6780121992,19.805761894,20.1509308031,,,,350,-144.08244231
0.7,,2019-07-19T23:09:26.500000Z,35882.6001361,179413.000681,1563577766.15,2019-07-19T23:09:26.150000Z,,2019-07-19T23:09:25.800000Z,,,21.3754881555,21.6539733707,21.8554798579,,,,350,-141.054224273
0.45,,2019-07-19T23:09:43.550000Z,17212.0291182,86060.1455911,1563577783.3,2019-07-19T23:09:43.300000Z,,2019-07-19T23:09:43.100000Z,,,20.8881291745,20.378938569,21.3911493129,,,,350,-144.041306724
0.7,,2019-07-19T23:10:00.750000Z,21563.6558044,107818.279022,1563577800.35,2019-07-19T23:10:00.350000Z,,2019-07-19T23:10:00.050000Z,,,22.0100624259,22.389152711,22.3792328733,,,,350,-142.282212897
0.65,,2019-07-19T23:10:17.800000Z,11834.2217555,59171.1087775,1563577817.45,2019-07-19T23:10:17.450000Z,,2019-07-19T23:10:17.150000Z,,,21.3305078276,21.5680024838,21.4892901532,,,,350,-143.516828784
0.5,,2019-07-19T23:10:34.550000Z,36730.6363357,183653.181678,1563577834.3,2019-07-19T23:10:34.300000Z,,2019-07-19T23:10:34.050000Z,,,22.0343979701,22.5794059144,22.0141892411,,,,350,-143.688569029
1.1,,2019-07-19T23:10:52.400000Z,14961.8505357,74809.2526787,1563577851.5,2019-07-19T23:10:51.500000Z,,2019-07-19T23:10:51.300000Z,,,22.395641862,22.9447086884,22.8441918492,,,,350,-144.626038906
1.0,,2019-07-19T23:11:09.150000Z,19057.4491567,95287.2457836,1563577868.45,2019-07-19T23:11:08.450000Z,,2019-07-19T23:11:08.150000Z,,,22.0480277429,22.1533696529,22.1533696529,,,,350,-143.476626377
0.6,,2019-07-19T23:11:25.750000Z,66477.3036238,332386.518119,1563577885.45,2019-07-19T23:11:25.450000Z,,2019-07-19T23:11:25.150000Z,,,21.3301491547,21.7607109183,21.5406182806,,,,350,-143.572536386
0.9,,2019-07-19T23:11:43.050000Z,6191.54554756,30957.7277378,1563577902.35,2019-07-19T23:11:42.350000Z,,2019-07-19T23:11:42.150000Z,,,21.2102144747,21.3104818601,21.5061186975,,,,350,-143.931315507
0.7,,2019-07-19T23:12:02.350000Z,10917.8872329,54589.4361646,1563577922.0,2019-07-19T23:12:02.000000Z,,2019-07-19T23:12:01.650000Z,,,20.8578551042,21.1998985545,20.9966643809,,,,350,-143.499604678
0.45,,2019-07-19T23:12:19.850000Z,3502.50761302,17512.5380651,1563577939.6,2019-07-19T23:12:19.600000Z,,2019-07-19T23:12:19.400000Z,,,19.6289727635,20.0005236192,19.5981854623,,,,350,-146.635484891
0.5,,2019-07-19T23:12:36.000000Z,4624.27736651,23121.3868326,1563577955.8,2019-07-19T23:12:35.800000Z,,2019-07-19T23:12:35.500000Z,,,20.2676154873,20.2371027008,20.4737621722,,,,350,-144.331399189
1.15,,2019-07-19T23:12:54.000000Z,7604.50304238,38022.5152119,1563577973.25,2019-07-19T23:12:53.250000Z,,2019-07-19T23:12:52.850000Z,,,21.2874051841,21.4745169481,21.403708757,,,,350,-144.267743107
0.45,,2019-07-19T23:13:24.800000Z,12298.3935491,61491.9677453,1563578004.65,2019-07-19T23:13:24.650000Z,,2019-07-19T23:13:24.350000Z,,,22.6303973601,22.4269667834,23.0115229294,,,,350,-142.534828635
0.7,,2019-07-19T23:13:44.750000Z,6890.50967383,34452.5483691,1563578024.4,2019-07-19T23:13:44.400000Z,,2019-07-19T23:13:44.050000Z,,,21.0737623046,21.56272572,21.3025178322,,,,350,-144.584581705
0.5,,2019-07-19T23:14:16.000000Z,14856.9251403,74284.6257014,1563578055.7,2019-07-19T23:14:15.700000Z,,2019-07-19T23:14:15.500000Z,,,21.0850579146,20.7293866571,21.2592289383,,,,350,-144.339396396
0.95,,2019-07-19T23:14:35.400000Z,13450.8896484,67254.4482419,1563578074.85,2019-07-19T23:14:34.850000Z,,2019-07-19T23:14:34.450000Z,,,21.0348992043,21.7557650475,21.8334866533,,,,350,-143.334839632
0.95,,2019-07-19T23:14:52.750000Z,13508.9227514,67544.6137568,1563578092.3,2019-07-19T23:14:52.300000Z,,2019-07-19T23:14:51.800000Z,,,20.7725108712,20.9394784815,20.9717451961,,,,350,-142.514430983
0.6,,2019-07-19T23:15:09.750000Z,6426.17260974,32130.8630487,1563578109.45,2019-07-19T23:15:09.450000Z,,2019-07-19T23:15:09.150000Z,,,21.0862410738,21.3070434141,21.2142656207,,,,350,-144.422257188
0.55,,2019-07-19T23:15:40.800000Z,36149.8901276,180749.450638,1563578140.5,2019-07-19T23:15:40.500000Z,,2019-07-19T23:15:40.250000Z,,,22.6353323152,22.8614306927,22.9390610091,,,,350,-142.585688986
1.05,,2019-07-19T23:16:00.800000Z,13871.4424694,69357.2123469,1563578160.45,2019-07-19T23:16:00.450000Z,,2019-07-19T23:15:59.750000Z,,,21.6470268002,21.8583519583,21.8786337075,,,,350,-143.433682969
0.95,,2019-07-19T23:16:17.950000Z,9733.9317669,48669.6588345,1563578177.3,2019-07-19T23:16:17.300000Z,,2019-07-19T23:16:17.000000Z,,,20.663001291,20.4948092401,20.5286972989,,,,350,-143.650241351
1.1,,2019-07-19T23:16:35.050000Z,15241.8169188,76209.084594,1563578194.55,2019-07-19T23:16:34.550000Z,,2019-07-19T23:16:33.950000Z,,,21.5405054369,21.6528456857,21.5991267252,,,,350,-143.108539079
1.2,,2019-07-19T23:16:51.900000Z,6253.31558949,31266.5779474,1563578211.55,2019-07-19T23:16:51.550000Z,,2019-07-19T23:16:50.700000Z,,,21.2192099367,21.862124783,21.4221830625,,,,350,-144.11633372
0.55,,2019-07-19T23:17:08.000000Z,3210.4775009,16052.3875045,1563578227.75,2019-07-19T23:17:07.750000Z,,2019-07-19T23:17:07.450000Z,,,20.3582323157,20.589004165,20.966732251,,,,350,-144.577707558
0.6,,2019-07-19T23:17:50.850000Z,15724.2554449,78621.2772246,1563578270.55,2019-07-19T23:17:50.550000Z,,2019-07-19T23:17:50.250000Z,,,21.0697071855,21.4012546741,21.5935982419,,,,350,-145.188067541
0.45,,2019-07-19T23:18:08.650000Z,2033.28506498,10166.4253249,1563578288.4,2019-07-19T23:18:08.400000Z,,2019-07-19T23:18:08.200000Z,,,20.6058775168,20.9836853516,20.6759485819,,,,350,-147.277766747
0.65,,2019-07-19T23:18:26.100000Z,10966.9233051,54834.6165253,1563578305.8,2019-07-19T23:18:25.800000Z,,2019-07-19T23:18:25.450000Z,,,21.2730036798,22.0560476348,21.88934943,,,,350,-145.021977616
0.65,,2019-07-19T23:18:43.300000Z,5118.9097876,25594.548938,1563578323.0,2019-07-19T23:18:43.000000Z,,2019-07-19T23:18:42.650000Z,,,21.3977339846,20.4186591197,21.4633919519,,,,350,-146.718204201
0.2,,2019-07-19T23:18:58.250000Z,1919.94497817,9599.72489085,1563578338.15,2019-07-19T23:18:58.150000Z,,2019-07-19T23:18:58.050000Z,,,21.0102631256,20.9010818788,21.2101331882,,,,350,-142.8767997
0.45,,2019-07-19T23:19:16.000000Z,11772.7518133,58863.7590664,1563578355.75,2019-07-19T23:19:15.750000Z,,2019-07-19T23:19:15.550000Z,,,22.1108405815,21.4629681367,22.5941207563,,,,350,-143.654987555
0.45,,2019-07-19T23:19:34.500000Z,2878.26386487,14391.3193243,1563578374.25,2019-07-19T23:19:34.250000Z,,2019-07-19T23:19:34.050000Z,,,21.8410375963,21.2797465838,22.0127436336,,,,350,-142.782253093
0.35,,2019-07-19T23:19:51.250000Z,7340.87975701,36704.398785,1563578391.1,2019-07-19T23:19:51.100000Z,,2019-07-19T23:19:50.900000Z,,,21.1956056529,20.6033283127,21.5511126693,,,,350,-143.485517633
0.7,,2019-07-19T23:20:08.750000Z,15461.7303918,77308.651959,1563578408.45,2019-07-19T23:20:08.450000Z,,2019-07-19T23:20:08.050000Z,,,21.5494683075,21.5070618075,21.8512004467,,,,350,-142.313761066
0.3,,2019-07-19T23:20:27.050000Z,1521.95347119,7609.76735597,1563578426.9,2019-07-19T23:20:26.900000Z,,2019-07-19T23:20:26.750000Z,,,19.1248039222,19.0214108833,19.4023967783,,,,350,-144.900692487
0.45,,2019-07-19T23:20:43.700000Z,6682.9119975,33414.5599875,1563578443.5,2019-07-19T23:20:43.500000Z,,2019-07-19T23:20:43.250000Z,,,21.2922209632,21.1188904271,21.6202863671,,,,350,-143.141295761
0.65,,2019-07-19T23:21:01.700000Z,15378.4438711,76892.2193553,1563578461.35,2019-07-19T23:21:01.350000Z,,2019-07-19T23:21:01.050000Z,,,21.9003871908,21.7469904516,21.8954588187,,,,350,-144.886019184
0.8,,2019-07-19T23:21:19.750000Z,10988.3605763,54941.8028815,1563578479.3,2019-07-19T23:21:19.300000Z,,2019-07-19T23:21:18.950000Z,,,21.0205269225,21.3629307476,21.2937825119,,,,350,-144.403411979
0.8,,2019-07-19T23:21:40.000000Z,9713.59130909,48567.9565454,1563578499.6,2019-07-19T23:21:39.600000Z,,2019-07-19T23:21:39.200000Z,,,21.7987310511,21.936375205,21.9833354157,,,,350,-145.269712808
0.7,,2019-07-19T23:21:57.600000Z,7194.73178326,35973.6589163,1563578517.25,2019-07-19T23:21:57.250000Z,,2019-07-19T23:21:56.900000Z,,,20.6231133258,20.7432258398,20.4013378907,,,,350,-144.876906712
0.9,,2019-07-19T23:22:15.900000Z,8162.17944667,40810.8972333,1563578535.35,2019-07-19T23:22:15.350000Z,,2019-07-19T23:22:15.000000Z,,,20.3936514771,21.0908271607,21.0503743583,,,,350,-144.766448877
0.75,,2019-07-19T23:22:47.300000Z,17493.5153441,87467.5767204,1563578566.95,2019-07-19T23:22:46.950000Z,,2019-07-19T23:22:46.550000Z,,,21.5644814807,21.8036161536,21.749151547,,,,350,-142.533861861
1.6,,2019-07-19T23:23:08.200000Z,3724.30812569,18621.5406284,1563578587.8,2019-07-19T23:23:07.800000Z,,2019-07-19T23:23:06.600000Z,,,20.1442882011,19.8812954556,20.8989026861,,,,350,-146.563596146
1.35,,2019-07-19T23:23:25.850000Z,6169.53819443,30847.6909721,1563578605.1,2019-07-19T23:23:25.100000Z,,2019-07-19T23:23:24.500000Z,,,21.2218682254,21.7985058253,20.9075970772,,,,350,-145.636526403
0.6,,2019-07-19T23:23:57.600000Z,3801.79160182,19008.9580091,1563578637.25,2019-07-19T23:23:57.250000Z,,2019-07-19T23:23:57.000000Z,,,22.1175931855,22.2538332997,22.6911578697,,,,350,-145.499240498
0.25,,2019-07-19T23:24:14.400000Z,1876.30597773,9381.52988866,1563578654.3,2019-07-19T23:24:14.300000Z,,2019-07-19T23:24:14.150000Z,,,22.7058882232,22.4626259678,22.4895746156,,,,350,-146.126448173
1.05,,2019-07-19T23:24:35.600000Z,3438.50167122,17192.5083561,1563578675.15,2019-07-19T23:24:35.150000Z,,2019-07-19T23:24:34.550000Z,,,21.9224248445,22.2061686483,22.1727201328,,,,350,-146.192555658
0.7,,2019-07-19T23:24:53.750000Z,6879.58665048,34397.9332524,1563578693.45,2019-07-19T23:24:53.450000Z,,2019-07-19T23:24:53.050000Z,,,21.8177311084,22.1546111741,22.0760680482,,,,350,-146.245734411
0.45,,2019-07-19T23:25:25.800000Z,5205.99472673,26029.9736337,1563578725.6,2019-07-19T23:25:25.600000Z,,2019-07-19T23:25:25.350000Z,,,21.642586619,21.9030837561,21.5401551695,,,,350,-145.193680938
0.95,,2019-07-19T23:25:43.500000Z,6092.19013719,30460.950686,1563578742.9,2019-07-19T23:25:42.900000Z,,2019-07-19T23:25:42.550000Z,,,22.0071274623,22.5280098706,22.5033820006,,,,350,-145.174574428
1.0,,2019-07-19T23:26:01.900000Z,15791.1967823,78955.9839113,1563578761.2,2019-07-19T23:26:01.200000Z,,2019-07-19T23:26:00.900000Z,,,22.4159074111,22.8962934682,22.8962934682,,,,350,-143.141463726
0.6,,2019-07-19T23:26:20.100000Z,6864.82428853,34324.1214426,1563578779.85,2019-07-19T23:26:19.850000Z,,2019-07-19T23:26:19.500000Z,,,22.3835914302,22.3108138333,22.8607684109,,,,350,-145.717096802
0.65,,2019-07-19T23:26:40.500000Z,3952.39462941,19761.973147,1563578800.2,2019-07-19T23:26:40.200000Z,,2019-07-19T23:26:39.850000Z,,,20.7689937055,22.1489790911,21.0694570113,,,,350,-146.346939871
0.4,,2019-07-19T23:26:56.350000Z,1212.52131016,6062.60655079,1563578816.2,2019-07-19T23:26:56.200000Z,,2019-07-19T23:26:55.950000Z,,,20.5325964716,20.6097537858,21.0962134636,,,,350,-145.750979428
0.45,,2019-07-19T23:27:12.300000Z,3198.53817077,15992.6908538,1563578832.05,2019-07-19T23:27:12.050000Z,,2019-07-19T23:27:11.850000Z,,,20.8701805093,21.3674777345,20.7599160888,,,,350,-144.83208808
0.45,,2019-07-19T23:27:28.700000Z,2814.27858469,14071.3929234,1563578848.5,2019-07-19T23:27:28.500000Z,,2019-07-19T23:27:28.250000Z,,,22.3139968951,22.7545252211,21.8434456923,,,,350,-145.67072754
0.5,,2019-07-19T23:27:46.350000Z,5316.88532007,26584.4266003,1563578866.15,2019-07-19T23:27:46.150000Z,,2019-07-19T23:27:45.850000Z,,,21.4798590457,21.7608907976,21.3456009757,,,,350,-143.765698041
0.65,,2019-07-19T23:28:05.200000Z,4237.63394542,21188.1697271,1563578884.85,2019-07-19T23:28:04.850000Z,,2019-07-19T23:28:04.550000Z,,,21.3028373923,21.5779173953,21.6029458708,,,,350,-145.830927694
0.5,,2019-07-19T23:28:22.750000Z,3118.9551154,15594.775577,1563578902.5,2019-07-19T23:28:22.500000Z,,2019-07-19T23:28:22.250000Z,,,21.1913976847,21.2911449615,21.2036873506,,,,350,-146.343952918
1.05,,2019-07-19T23:28:41.300000Z,998.967568388,4994.83784194,1563578921.1,2019-07-19T23:28:41.100000Z,,2019-07-19T23:28:40.250000Z,,,21.3411293147,22.2549570456,22.1870554258,,,,350,-147.095323268
0.9,,2019-07-19T23:28:58.600000Z,7268.35529974,36341.7764987,1563578937.95,2019-07-19T23:28:57.950000Z,,2019-07-19T23:28:57.700000Z,,,22.186609401,22.5749352374,22.6923362721,,,,350,-144.971074804
0.6,,2019-07-19T23:29:16.200000Z,2133.61824135,10668.0912067,1563578955.85,2019-07-19T23:29:15.850000Z,,2019-07-19T23:29:15.600000Z,,,22.4238446222,23.1650478948,22.6050824413,,,,350,-144.538049868
0.55,,2019-07-19T23:29:36.900000Z,1756.03468556,8780.17342778,1563578976.7,2019-07-19T23:29:36.700000Z,,2019-07-19T23:29:36.350000Z,,,20.9426081852,21.1925524113,21.1853571182,,,,350,-146.441374536
