duration,end_epoch,end_time,min_signal,peak_signal,peak_epoch,peak_time,start_epoch,start_time,snr,ambient_snr,peak_frequency,start_frequency,end_frequency,peak_frequency_std,start_frequency_std,end_frequency_std,threshold
1.04,1444097294.84,2015-10-06T02:08:14.840000Z,8.70564613204,43.5282306602,1444097294.32,2015-10-06T02:08:14.320000Z,1444097293.8,2015-10-06T02:08:13.800000Z,,,,,,,,,0.5
0.48,1444097301.84,2015-10-06T02:08:21.840000Z,403.216902871,2016.08451436,1444097301.64,2015-10-06T02:08:21.640000Z,1444097301.36,2015-10-06T02:08:21.360000Z,,,,,,,,,0.5
0.56,1444097308.88,2015-10-06T02:08:28.880000Z,2.28871995491,11.4435997746,1444097308.56,2015-10-06T02:08:28.560000Z,1444097308.32,2015-10-06T02:08:28.320000Z,,,,,,,,,0.5
0.48,1444097314.56,2015-10-06T02:08:34.560000Z,1.88093796748,9.40468983738,1444097314.36,2015-10-06T02:08:34.360000Z,1444097314.08,2015-10-06T02:08:34.080000Z,,,,,,,,,0.5
0.8,1444097320.28,2015-10-06T02:08:40.280000Z,235.456142111,1177.28071056,1444097319.76,2015-10-06T02:08:39.760000Z,1444097319.48,2015-10-06T02:08:39.480000Z,,,,,,,,,0.5
0.28,1444097324.96,2015-10-06T02:08:44.960000Z,19.7419748391,15.6305493208,1444097324.84,2015-10-06T02:08:44.840000Z,1444097324.68,2015-10-06T02:08:44.680000Z,,,,,,,,,0.5
0.72,1444097333.68,2015-10-06T02:08:53.680000Z,5.7288285359,28.6441426795,1444097333.36,2015-10-06T02:08:53.360000Z,1444097332.96,2015-10-06T02:08:52.960000Z,,,,,,,,,0.5
0.56,1444097339.68,2015-10-06T02:08:59.680000Z,276.796974074,1383.98487037,1444097339.44,2015-10-06T02:08:59.440000Z,1444097339.12,2015-10-06T02:08:59.120000Z,,,,,,,,,0.5
0.44,1444097347.08,2015-10-06T02:09:07.080000Z,4.2735267131,21.3676335655,1444097346.88,2015-10-06T02:09:06.880000Z,1444097346.64,2015-10-06T02:09:06.640000Z,,,,,,,,,0.5
0.24,1444097352.32,2015-10-06T02:09:12.320000Z,11.3869877114,2.38882828393,1444097352.2,2015-10-06T02:09:12.200000Z,1444097352.08,2015-10-06T02:09:12.080000Z,,,,,,,,,0.5
0.88,1444097358.12,2015-10-06T02:09:18.120000Z,204.343413187,1021.71706593,1444097357.48,2015-10-06T02:09:17.480000Z,1444097357.24,2015-10-06T02:09:17.240000Z,,,,,,,,,0.5
1.24,1444097362.8,2015-10-06T02:09:22.800000Z,9.50196889362,35.863309259,1444097362.56,2015-10-06T02:09:22.560000Z,1444097361.56,2015-10-06T02:09:21.560000Z,,,,,,,,,0.5
0.68,1444097368.28,2015-10-06T02:09:28.280000Z,4.94729484059,24.736474203,1444097368.04,2015-10-06T02:09:28.040000Z,1444097367.6,2015-10-06T02:09:27.600000Z,,,,,,,,,0.5
0.56,1444097376.84,2015-10-06T02:09:36.840000Z,151.244355738,756.221778689,1444097376.64,2015-10-06T02:09:36.640000Z,1444097376.28,2015-10-06T02:09:36.280000Z,,,,,,,,,0.5
0.52,1444097383.0,2015-10-06T02:09:43.000000Z,4.59855793346,22.9927896673,1444097382.8,2015-10-06T02:09:42.800000Z,1444097382.48,2015-10-06T02:09:42.480000Z,,,,,,,,,0.5
0.4,1444097388.2,2015-10-06T02:09:48.200000Z,0.815313287512,4.07656643756,1444097388.0,2015-10-06T02:09:48.000000Z,1444097387.8,2015-10-06T02:09:47.800000Z,,,,,,,,,0.5
0.52,1444097394.68,2015-10-06T02:09:54.680000Z,188.749892766,943.749463831,1444097394.4,2015-10-06T02:09:54.400000Z,1444097394.16,2015-10-06T02:09:54.160000Z,,,,,,,,,0.5
1.36,1444097406.12,2015-10-06T02:10:06.120000Z,0.964017728721,4.8200886436,1444097405.16,2015-10-06T02:10:05.160000Z,1444097404.76,2015-10-06T02:10:04.760000Z,,,,,,,,,0.5
0.6,1444097414.04,2015-10-06T02:10:14.040000Z,107.819402872,539.097014362,1444097413.76,2015-10-06T02:10:13.760000Z,1444097413.44,2015-10-06T02:10:13.440000Z,,,,,,,,,0.5
0.8,1444097422.28,2015-10-06T02:10:22.280000Z,11.017506959,55.0875347951,1444097421.76,2015-10-06T02:10:21.760000Z,1444097421.48,2015-10-06T02:10:21.480000Z,,,,,,,,,0.5
0.56,1444097431.96,2015-10-06T02:10:31.960000Z,1102.41618166,5512.08090831,1444097431.68,2015-10-06T02:10:31.680000Z,1444097431.4,2015-10-06T02:10:31.400000Z,,,,,,,,,0.5
0.96,1444097439.2,2015-10-06T02:10:39.200000Z,8.81740745969,44.0870372985,1444097438.52,2015-10-06T02:10:38.520000Z,1444097438.24,2015-10-06T02:10:38.240000Z,,,,,,,,,0.5
1.92,1444097446.8,2015-10-06T02:10:46.800000Z,4.9079921,24.5399605,1444097445.8,2015-10-06T02:10:45.800000Z,1444097444.88,2015-10-06T02:10:44.880000Z,,,,,,,,,0.5
0.48,1444097452.0,2015-10-06T02:10:52.000000Z,369.307753182,1846.53876591,1444097451.8,2015-10-06T02:10:51.800000Z,1444097451.52,2015-10-06T02:10:51.520000Z,,,,,,,,,0.5
1.0,1444097459.48,2015-10-06T02:10:59.480000Z,4.57363641959,22.8681820979,1444097458.96,2015-10-06T02:10:58.960000Z,1444097458.48,2015-10-06T02:10:58.480000Z,,,,,,,,,0.5
1.0,1444097465.12,2015-10-06T02:11:05.120000Z,2.49530948551,12.4765474275,1444097464.96,2015-10-06T02:11:04.960000Z,1444097464.12,2015-10-06T02:11:04.120000Z,,,,,,,,,0.5
0.6,1444097470.44,2015-10-06T02:11:10.440000Z,607.051906484,3035.25953242,1444097470.12,2015-10-06T02:11:10.120000Z,1444097469.84,2015-10-06T02:11:09.840000Z,,,,,,,,,0.5
1.16,1444097477.48,2015-10-06T02:11:17.480000Z,9.36099028907,46.8049514454,1444097476.64,2015-10-06T02:11:16.640000Z,1444097476.32,2015-10-06T02:11:16.320000Z,,,,,,,,,0.5
0.6,1444097485.08,2015-10-06T02:11:25.080000Z,6.02047174049,30.1023587025,1444097484.76,2015-10-06T02:11:24.760000Z,1444097484.48,2015-10-06T02:11:24.480000Z,,,,,,,,,0.5
0.52,1444097490.96,2015-10-06T02:11:30.960000Z,271.024632263,1355.12316131,1444097490.76,2015-10-06T02:11:30.760000Z,1444097490.44,2015-10-06T02:11:30.440000Z,,,,,,,,,0.5
0.84,1444097501.08,2015-10-06T02:11:41.080000Z,6.64416055748,33.2208027874,1444097500.48,2015-10-06T02:11:40.480000Z,1444097500.24,2015-10-06T02:11:40.240000Z,,,,,,,,,0.5
0.6,1444097509.08,2015-10-06T02:11:49.080000Z,770.211062765,3851.05531382,1444097508.76,2015-10-06T02:11:48.760000Z,1444097508.48,2015-10-06T02:11:48.480000Z,,,,,,,,,0.5
1.08,1444097515.8,2015-10-06T02:11:55.800000Z,8.26622892778,41.3311446389,1444097515.56,2015-10-06T02:11:55.560000Z,1444097514.72,2015-10-06T02:11:54.720000Z,,,,,,,,,0.5
0.48,1444097525.32,2015-10-06T02:12:05.320000Z,12.7535732477,63.7678662387,1444097525.12,2015-10-06T02:12:05.120000Z,1444097524.84,2015-10-06T02:12:04.840000Z,,,,,,,,,0.5
0.56,1444097531.08,2015-10-06T02:12:11.080000Z,6.96164051637,34.8082025818,1444097530.76,2015-10-06T02:12:10.760000Z,1444097530.52,2015-10-06T02:12:10.520000Z,,,,,,,,,0.5
0.48,1444097538.4,2015-10-06T02:12:18.400000Z,6.56165750316,32.8082875158,1444097538.2,2015-10-06T02:12:18.200000Z,1444097537.92,2015-10-06T02:12:17.920000Z,,,,,,,,,0.5
0.72,1444097543.84,2015-10-06T02:12:23.840000Z,3.71594857903,18.5797428952,1444097543.48,2015-10-06T02:12:23.480000Z,1444097543.12,2015-10-06T02:12:23.120000Z,,,,,,,,,0.5
1.48,1444097548.72,2015-10-06T02:12:28.720000Z,1.79665552669,8.98327763344,1444097548.48,2015-10-06T02:12:28.480000Z,1444097547.24,2015-10-06T02:12:27.240000Z,,,,,,,,,0.5
0.6,1444097555.4,2015-10-06T02:12:35.400000Z,6.25507470112,31.2753735056,1444097555.16,2015-10-06T02:12:35.160000Z,1444097554.8,2015-10-06T02:12:34.800000Z,,,,,,,,,0.5
0.88,1444097561.76,2015-10-06T02:12:41.760000Z,3.49757868424,17.4878934212,1444097561.24,2015-10-06T02:12:41.240000Z,1444097560.88,2015-10-06T02:12:40.880000Z,,,,,,,,,0.5
0.96,1444097568.52,2015-10-06T02:12:48.520000Z,4.13022595523,20.6511297761,1444097568.32,2015-10-06T02:12:48.320000Z,1444097567.56,2015-10-06T02:12:47.560000Z,,,,,,,,,0.5
0.56,1444097577.88,2015-10-06T02:12:57.880000Z,4.44198705222,22.2099352611,1444097577.68,2015-10-06T02:12:57.680000Z,1444097577.32,2015-10-06T02:12:57.320000Z,,,,,,,,,0.5
